19.312,29.992,0,1,2
17.264,39.442,0,2,1
16.796,41.493,0,2,1
18.34,40.39,0,2,1
17.904,43.04,0,2,1
20.066,47.508,0,2,1
17.481,42.982,0,2,1
18.777,44.592,0,2,1
21.423,48.832,0,2,1
29.742,58.303,0,1,2
21.137,48.14,0,2,1
26.264,55.783,0,2,1
26.226,52.61,0,2,1
55.794,66.243,0,2,1
41.117,67.735,0,2,1
43.373,64.757,0,2,1
51.233,57.415,0,2,1
38.815,60.225,0,2,1
37.4,62.572,0,2,1
37.612,63.082,0,2,1
53.292,61.435,0,2,1
38.821,66.443,0,2,1
39.135,66.742,0,2,1
43.693,69.007,0,2,1
44.46,67.813,0,2,1
45.523,70.242,0,2,1
6.124,15.117,0,2,1
17.254,34.105,0,1,2
40.449,70.605,0,2,1
7.387,18.162,0,2,1
6.142,14.708,0,1,2
17.299,34.165,0,1,2
10.754,26.923,0,1,2
7.807,19.547,0,1,2
8.619,21.163,0,2,1
6.398,15.548,0,2,1
11.319,28.038,0,1,2
6.398,15.548,0,2,1
17.6,35.053,0,1,2
8.335,20.66,0,1,2
8.51,21.362,0,1,2
7.051,16.977,0,2,1
7.806,19.66,0,1,2
10.52,26.145,0,1,2
9.136,22.575,0,1,2
11.269,27.945,0,1,2
9.637,23.998,0,1,2
7.316,17.833,0,2,1
9.591,23.857,0,1,2
8.702,21.65,0,2,1
7.362,17.682,0,2,1
7.74,18.672,0,2,1
8.265,20.597,0,2,1
7.418,18.177,0,2,1
8.88,21.617,0,1,2
10.014,24.705,0,1,2
8.68,21.613,0,2,1
12.57,31.113,0,1,2
8.419,21.188,0,2,1
9.893,24.553,0,1,2
11.97,29.535,0,1,2
10.212,25.405,0,1,2
8.668,21.327,0,2,1
8.474,20.445,0,2,1
8.295,19.885,0,2,1
9.567,23.605,0,2,1
13.329,33.04,0,2,1
12.933,32.145,0,1,2
10.264,25.562,0,2,1
10.279,25.373,0,2,1
9.129,22.077,0,2,1
10.056,24.725,0,2,1
10.151,25.217,0,2,1
9.147,22.06,0,2,1
10.905,27.158,0,2,1
10.784,26.608,0,2,1
10.293,24.862,0,2,1
10.15,24.655,0,2,1
9.913,22.785,0,2,1
12.648,31.42,0,2,1
11.485,28.373,0,2,1
14.844,36.828,0,2,1
11.416,28.178,0,2,1
10.906,27.078,0,2,1
15.358,38.347,0,2,1
13.114,32.472,0,2,1
13.76,34.198,0,2,1
10.761,26.313,0,2,1
12.714,31.298,0,1,2
10.907,26.372,0,2,1
13.154,32.462,0,2,1
13.424,33.2,0,2,1
12.679,28.435,0,1,2
12.707,31.755,0,2,1
13.39,28.83,0,2,1
14.273,34.64,0,2,1
12.098,28.683,0,2,1
13.74,29.945,0,1,2
14.416,35.533,0,2,1
13.194,31.497,0,2,1
13.749,33.408,0,2,1
17.155,40.84,0,2,1
14.977,31.352,0,1,2
14.959,36.128,0,2,1
15.382,36.187,0,2,1
16.255,37.738,0,2,1
17.544,40.655,0,2,1
18.614,41.287,0,2,1
18.901,41.978,0,2,1
26.861,51.845,0,1,2
23.38,44.028,0,2,1
23.418,47.202,0,2,1
29.244,51.898,0,1,2
29.106,54.878,0,1,2
43.965,55.935,0,1,2
32.096,58.15,0,2,1
46.467,60.743,0,1,2
34.767,54.5,0,2,1
34.554,53.99,0,2,1
35.975,57.862,0,2,1
38.272,59.153,0,2,1
36.289,58.16,0,2,1
40.847,60.425,0,2,1
42.677,61.66,0,2,1
37.603,62.023,0,2,1
41.614,59.232,0,2,1
17.189,34.45,0,1,2
11.147,28.378,0,1,2
17.234,34.51,0,1,2
5.13,13.125,0,2,1
8.279,21.057,0,1,2
5.867,14.46,0,1,2
4.775,11.9,0,1,2
6.362,16.127,0,2,1
11.269,28.477,0,1,2
10.469,26.583,0,1,2
9.302,23.702,0,1,2
8.795,22.513,0,1,2
7.264,17.892,0,1,2
8.621,21.812,0,1,2
17.535,35.398,0,1,2
5.538,13.885,0,1,2
7.91,20.358,0,1,2
9.64,24.693,0,1,2
11.218,28.383,0,1,2
6.495,16.152,0,1,2
6.832,16.593,0,1,2
8.752,22.025,0,1,2
9.72,24.783,0,1,2
6.438,16.293,0,1,2
8.315,20.972,0,1,2
7.468,18.552,0,1,2
9.877,25.345,0,1,2
8.73,21.988,0,1,2
10.161,25.867,0,1,2
9.886,25.233,0,1,2
12.488,31.512,0,1,2
7.779,19.628,0,1,2
9.017,22.38,0,1,2
8.211,20.968,0,1,2
11.887,29.933,0,1,2
7.229,17.962,0,1,2
7.24,17.845,0,1,2
13.379,33.415,0,1,2
12.85,32.543,0,1,2
9.617,23.98,0,1,2
10.314,25.937,0,1,2
8.018,20.047,0,1,2
10.328,25.748,0,1,2
10.955,27.533,0,1,2
8.014,19.988,0,1,2
9.525,23.637,0,1,2
9.62,24.128,0,1,2
10.865,26.843,0,1,2
12.698,31.795,0,1,2
8.201,18.06,0,1,2
11.466,28.553,0,1,2
11.534,28.748,0,1,2
10.376,25.99,0,1,2
9.619,23.567,0,1,2
14.894,37.203,0,1,2
9.22,22.88,0,1,2
13.81,34.573,0,1,2
15.407,38.722,0,1,2
9.931,25.142,0,1,2
13.164,32.847,0,1,2
13.203,32.837,0,1,2
12.448,31.32,0,1,2
10.078,25.2,0,1,2
11.323,27.723,0,1,2
13.523,33.453,0,1,2
11.567,26.57,0,1,2

12.579,30.725,0,1,2
14.466,35.908,0,1,2
13.163,26.062,0,1,2
17.205,41.215,0,1,2
13.367,27.062,0,1,2
13.533,33.113,0,1,2
14.058,34.345,0,1,2
14.743,35.833,0,1,2
13.865,29.487,0,1,2
15.166,35.892,0,1,2
17.328,40.36,0,1,2
20.746,41.32,0,1,2
20.717,40.938,0,1,2
26.883,51.93,0,1,2
16.04,37.443,0,1,2
22.002,43.517,0,1,2
29.265,51.983,0,1,2
22.689,41.057,0,1,2
30.689,53.655,0,1,2
46.488,60.828,0,1,2
43.986,56.02,0,1,2
33.421,56.375,0,1,2
34.076,51.528,0,1,2
40.156,57.453,0,1,2
33.863,51.018,0,1,2
35.284,54.89,0,1,2
35.599,55.188,0,1,2
37.581,56.182,0,1,2
41.986,58.688,0,1,2
36.912,59.052,0,1,2
40.923,56.26,0,1,2
17.79,35.763,0,1,2
18.529,37.787,0,2,1
19.45,33.957,0,2,1
17.663,34.925,0,2,1
17.687,35.347,0,2,1
19.761,40.788,0,2,1
17.139,34.075,0,2,1
17.586,34.998,0,2,1
19.743,35.273,0,1,2
17.029,35.028,0,2,1
17.18,34.323,0,2,1
17.411,34.63,0,2,1
17.487,34.858,0,2,1
17.544,34.775,0,2,1
17.853,36.247,0,2,1
17.435,34.93,0,1,2
17.508,35.022,0,2,1
17.951,36.165,0,2,1
18.093,36.43,0,2,1
17.139,34.075,0,2,1
17.642,35.238,0,2,1
17.534,35.047,0,2,1
17.785,35.83,0,2,1
17.139,34.075,0,2,1
17.387,34.902,0,2,1
17.962,36.015,0,2,1
17.465,34.917,0,2,1
18.087,36.217,0,1,2
18.799,38.312,0,2,1
18.518,37.097,0,2,1
17.912,36.457,0,2,1
18.054,37.048,0,2,1
18.519,37.603,0,2,1
18.232,37.4,0,2,1
18.713,38.485,0,2,1
18.203,37.457,0,2,1
18.34,37.043,0,2,1
18.369,37.912,0,2,1
18.626,38.397,0,2,1
18.496,38.222,0,2,1
18.765,38.083,0,2,1
18.393,38.003,0,2,1
18.674,38.765,0,2,1
18.3,37.76,0,2,1
19.174,39.235,0,2,1
18.548,38.735,0,2,1
19.916,39.818,0,1,2
18.485,37.968,0,2,1
18.485,37.968,0,2,1
19.61,40.802,0,2,1
18.901,39.312,0,2,1
19.185,39.818,0,2,1
19.758,40.182,0,2,1
19.117,39.623,0,2,1
19.198,40.142,0,2,1
20.113,41.293,0,2,1
19.677,40.005,0,2,1
19.663,40.962,0,2,1
20.712,42.728,0,2,1
20.029,41.728,0,2,1
20.446,42.948,0,1,2
20.474,41.942,0,2,1
21.33,43.877,0,2,1
20.408,43.2,0,2,1
21.525,43.272,0,2,1
20.469,42.143,0,2,1
20.964,43.172,0,2,1
21.736,45.013,0,2,1
21.45,44.853,0,2,1
22.018,42.735,0,2,1
22.894,46.435,0,2,1
22.659,47.573,0,2,1
22.442,44.033,0,2,1
21.974,46.085,0,2,1
23.518,44.982,0,2,1
25.671,49.945,0,2,1
23.083,47.632,0,2,1
23.956,49.183,0,2,1
27.911,53.263,0,2,1
27.625,52.572,0,2,1
32.912,57.965,0,2,1
31.442,60.375,0,2,1
53.642,57.41,0,2,1
31.404,57.202,0,2,1
41.224,60.22,0,2,1
55.702,61.43,0,2,1
43.999,71.035,0,2,1
42.578,67.163,0,2,1
46.181,64.633,0,1,2
58.204,66.238,0,2,1
42.791,67.673,0,2,1
56.524,71.655,0,2,1
63.286,74.043,0,2,1
62.222,71.615,0,2,1
44.313,71.333,0,2,1
61.455,72.808,0,2,1
60.966,75.208,0,2,1
12.489,31.478,0,2,1
11.143,28.05,0,1,2
17.835,35.823,0,2,1
11.097,28.003,0,2,1
11.244,28.025,0,1,2
18.136,36.712,0,2,1
13.72,34.48,0,2,1
11.862,30.073,0,1,2
11.193,28.12,0,2,1
11.138,28.252,0,2,1
11.015,27.947,0,1,2
11.523,28.895,0,2,1
11.043,27.838,0,2,1
11.473,29.06,0,2,1
12.222,30.86,0,2,1
11.612,29.423,0,2,1
11.46,29.368,0,2,1
12.051,30.358,0,2,1
11.066,28.207,0,2,1
11.479,29.207,0,2,1
11.097,28.003,0,2,1
11.141,28.168,0,2,1
11.743,29.758,0,2,1
11.193,28.347,0,2,1
11.933,30.2,0,2,1
11.393,29.048,0,2,1
12.026,30.377,0,1,2
12.769,32.497,0,2,1
12.126,30.218,0,2,1
11.891,30.577,0,2,1
13.004,32.705,0,2,1
13.509,34.015,0,1,2
12.477,31.532,0,2,1
12.671,32.413,0,2,1
12.298,30.972,0,2,1
12.494,31.355,0,2,1
12.805,32.26,0,1,2
14.147,35.505,0,1,2
13.893,35.25,0,2,1
12.735,32.1,0,2,1
13.206,33.123,0,2,1
14.656,36.767,0,1,2
13.133,33.163,0,2,1
13.411,34.357,0,2,1
13.163,33.382,0,2,1
13.348,33.59,0,2,1
13.322,33.797,0,2,1
13.348,33.59,0,2,1
13.916,33.872,0,2,1
13.833,34.887,0,2,1
14.108,35.425,0,1,2
16.115,40.458,0,1,2
13.98,35.245,0,2,1
14.06,35.763,0,2,1
15.339,38.787,0,1,2
14.377,36.318,0,2,1
16.629,41.977,0,1,2
15.737,39.523,0,1,2
15.249,38.347,0,1,2
15.777,39.513,0,1,2
14.523,36.377,0,2,1
15.987,40.267,0,2,1
15.271,38.822,0,2,1
16.338,38.645,0,1,2
15.332,37.765,0,2,1
15.827,38.793,0,2,1
16.312,40.475,0,2,1
17.039,42.585,0,1,2
16.881,38.357,0,2,1
17.305,39.655,0,2,1
18.7,45.358,0,1,2
18.381,40.603,0,2,1
17.522,43.195,0,2,1
16.837,41.707,0,2,1
17.945,43.253,0,2,1
18.819,44.805,0,2,1
21.178,48.353,0,2,1
20.107,47.722,0,2,1
29.783,58.518,0,1,2
21.464,49.045,0,2,1
26.305,55.997,0,2,1
26.267,52.823,0,2,1
53.334,61.648,0,2,1
38.856,60.438,0,2,1
55.835,66.457,0,2,1
43.414,64.97,0,2,1
51.274,57.628,0,2,1
38.862,66.657,0,2,1
37.441,62.785,0,2,1
37.654,63.295,0,2,1
41.158,67.948,0,2,1
43.734,69.22,0,2,1
39.176,66.955,0,2,1
45.564,70.455,0,2,1
44.501,68.027,0,2,1
9.542,24.102,0,1,2
40.49,70.818,0,2,1
18.574,37.847,0,1,2
6.044,14.865,0,2,1
4.699,11.905,0,1,2
7.208,17.797,0,1,2
18.875,38.735,0,1,2
12.609,31.813,0,1,2
6.878,17.222,0,1,2
9.961,25.148,0,1,2
10.136,25.85,0,1,2
8.528,20.937,0,1,2
10.643,27.038,0,1,2
11.81,29.92,0,1,2
6.926,16.998,0,2,1
10.092,25.362,0,1,2
10.981,28.03,0,1,2
9.251,23.695,0,1,2
12.559,31.72,0,1,2
8.172,19.93,0,1,2
11.502,29.203,0,1,2
11.06,28.12,0,1,2
8.808,21.888,0,1,2
9.656,24.308,0,1,2
7.577,18.868,0,2,1
10.07,25.325,0,1,2
13.829,34.848,0,1,2
11.217,28.682,0,1,2
10.357,25.717,0,1,2
9.552,24.305,0,1,2
11.186,28.08,0,1,2
13.228,33.27,0,1,2
8.612,21.555,0,2,1
7.438,18.22,0,2,1
7.426,18.337,0,2,1
10.957,27.317,0,1,2
11.655,29.273,0,1,2
14.72,36.752,0,1,2
14.191,35.88,0,1,2
8.364,20.655,0,2,1
11.669,29.085,0,1,2
8.618,20.263,0,2,1
10.921,27.098,0,1,2
12.166,29.813,0,1,2
12.296,30.87,0,1,2
10.84,26.53,0,1,2
14.039,35.132,0,1,2
10.92,26.537,0,1,2
9.566,23.488,0,2,1
7.494,16.207,0,1,2
12.875,32.085,0,1,2
16.235,40.54,0,1,2
12.723,31.592,0,1,2
11.762,28.943,0,1,2
11.208,25.493,0,2,1
16.748,42.058,0,1,2
14.504,36.183,0,1,2
15.151,37.91,0,1,2
10.428,25.932,0,2,1
13.748,34.29,0,1,2
14.544,36.173,0,1,2
12.442,26.283,0,1,2
12.587,28.317,0,2,1
14.823,36.423,0,1,2
13.921,34.448,0,1,2
14.716,31.502,0,2,1
16.532,39.097,0,2,1
12.455,24.208,0,1,2
18.546,44.552,0,1,2
15.926,35.848,0,2,1
12.659,25.208,0,1,2
16.235,36.815,0,2,1
16.92,38.303,0,2,1
15.159,28.818,0,1,2
16.67,37.473,0,2,1
17.593,38.752,0,1,2
21.195,42.313,0,2,1
18.608,41.84,0,2,1
23.78,42.608,0,1,2
29.3,51.74,0,1,2
21.295,41.663,0,1,2
21.982,39.203,0,1,2
50.273,60.985,0,1,2
29.982,51.802,0,1,2
47.771,56.177,0,1,2
44.64,51.583,0,2,1
32.714,54.522,0,1,2
34.577,53.037,0,1,2
33.368,49.675,0,1,2
33.156,49.165,0,1,2
39.449,55.6,0,1,2
36.873,54.328,0,1,2
34.891,53.335,0,1,2
41.279,56.835,0,1,2
36.205,57.198,0,1,2
17.708,34.985,0,2,1
17.732,35.407,0,2,1
40.216,54.407,0,1,2
19.806,40.848,0,2,1
17.184,34.135,0,2,1
19.771,35.322,0,1,2
17.074,35.088,0,2,1
17.631,35.058,0,2,1
17.224,34.383,0,2,1
17.48,34.99,0,1,2
17.589,34.835,0,2,1
17.898,36.307,0,2,1
17.532,34.918,0,2,1
17.553,35.082,0,2,1
17.456,34.69,0,2,1
17.996,36.225,0,2,1
18.138,36.49,0,2,1
17.184,34.135,0,2,1
17.184,34.135,0,2,1
17.687,35.298,0,2,1
17.83,35.89,0,2,1
17.578,35.107,0,2,1
17.431,34.962,0,2,1
18.007,36.075,0,2,1
17.51,34.977,0,2,1
18.844,38.372,0,2,1
18.132,36.277,0,1,2
18.276,37.46,0,2,1
18.563,37.157,0,2,1
17.957,36.517,0,2,1
18.099,37.108,0,2,1
18.564,37.663,0,2,1
18.758,38.545,0,2,1
18.385,37.103,0,2,1
18.248,37.517,0,2,1
18.541,38.282,0,2,1
18.413,37.972,0,2,1
18.671,38.457,0,2,1
18.81,38.143,0,2,1
18.718,38.825,0,2,1
18.438,38.063,0,2,1
18.345,37.82,0,2,1
19.219,39.295,0,2,1
18.593,38.795,0,2,1
18.53,38.028,0,2,1
18.53,38.028,0,2,1
18.946,39.372,0,2,1
19.23,39.878,0,2,1
19.655,40.862,0,2,1
19.961,39.878,0,1,2
19.722,40.065,0,2,1
19.162,39.683,0,2,1
20.158,41.353,0,2,1
19.243,40.202,0,2,1
19.803,40.242,0,2,1
20.073,41.788,0,2,1
19.707,41.022,0,2,1
20.757,42.788,0,2,1
20.491,43.008,0,1,2
21.375,43.937,0,2,1
20.519,42.002,0,2,1
20.453,43.26,0,2,1
21.57,43.332,0,2,1
20.514,42.203,0,2,1
21.009,43.232,0,2,1
21.781,45.073,0,2,1
21.494,44.913,0,2,1
22.019,46.145,0,2,1
22.939,46.495,0,2,1
22.487,44.093,0,2,1
22.063,42.795,0,2,1
22.704,47.633,0,2,1
23.563,45.042,0,2,1
23.128,47.692,0,2,1
24.001,49.243,0,2,1
27.67,52.632,0,2,1
25.716,50.005,0,2,1
27.956,53.323,0,2,1
32.957,58.025,0,2,1
41.269,60.28,0,2,1
31.487,60.435,0,2,1
55.747,61.49,0,2,1
31.449,57.262,0,2,1
53.687,57.47,0,2,1
58.249,66.298,0,2,1
44.044,71.095,0,2,1
46.226,64.693,0,1,2
42.836,67.733,0,2,1
56.569,71.715,0,2,1
42.623,67.223,0,2,1
44.358,71.393,0,2,1
61.5,72.868,0,2,1
63.331,74.103,0,2,1
8.297,20.648,0,1,2
10.774,27.103,0,2,1
8.39,20.862,0,2,1
11.752,29.28,0,1,2
18.033,36.295,0,1,2
61.011,75.268,0,2,1
62.267,71.675,0,2,1
8.553,21.488,0,2,1
8.553,21.488,0,2,1
9.052,22.53,0,2,1
9.569,23.817,0,1,2
8.943,22.603,0,1,2
10.953,27.387,0,1,2
8.989,23.003,0,2,1
11.702,29.187,0,1,2
9.47,23.773,0,2,1
9.175,23.293,0,2,1
10.07,25.24,0,1,2
8.626,21.638,0,2,1
10.024,25.098,0,1,2
8.67,21.803,0,2,1
9.272,23.393,0,2,1
8.721,21.938,0,2,1
9.265,23.297,0,2,1
10.645,26.647,0,1,2
10.447,25.947,0,1,2
9.419,24.212,0,2,1
9.655,23.853,0,2,1
13.004,32.355,0,1,2
10.621,26.527,0,1,2
12.403,30.777,0,1,2
10.2,26.048,0,2,1
10.006,25.167,0,2,1
9.827,24.607,0,2,1
10.023,24.947,0,2,1
10.849,27.245,0,2,1
13.366,33.387,0,1,2
13.835,34.458,0,2,1
10.734,26.715,0,2,1
10.264,25.735,0,2,1
10.661,26.798,0,2,1
11.058,28.073,0,2,1
10.994,27.307,0,2,1
11.24,27.95,0,2,1
13.154,32.838,0,2,1
10.851,27.432,0,2,1
11.386,27.418,0,1,2
11.411,28.577,0,2,1
11.362,28.522,0,2,1
11.94,29.715,0,2,1
11.872,29.52,0,2,1
15.35,38.247,0,2,1
11.707,29.48,0,2,1
14.266,35.617,0,2,1
15.863,39.765,0,2,1
12.052,30.012,0,2,1
11.905,29.953,0,2,1
13.57,33.813,0,2,1
13.197,32.685,0,1,2
13.609,33.803,0,2,1
13.879,34.542,0,2,1
13.163,33.097,0,2,1
13.719,33.068,0,2,1
12.979,31.482,0,2,1
13.826,32.295,0,2,1
14.872,36.875,0,2,1
14.527,32.073,0,2,1
14.729,35.982,0,2,1
14.952,33.372,0,2,1
17.661,42.258,0,2,1
14.204,34.75,0,2,1
15.414,37.47,0,2,1
16.711,39.08,0,2,1
16.375,34.607,0,2,1
17.999,41.997,0,2,1
15.838,37.528,0,2,1
19.07,42.628,0,2,1
19.357,43.32,0,2,1
27.345,53.232,0,1,2
24.299,50.0,0,2,1
29.51,56.228,0,2,1
29.727,53.285,0,1,2
36.856,60.66,0,2,1
46.95,62.13,0,1,2
35.648,57.298,0,2,1
32.551,59.492,0,2,1
44.448,57.322,0,1,2
24.262,46.827,0,2,1
37.17,60.958,0,2,1
35.435,56.788,0,2,1
39.153,61.952,0,2,1
41.728,63.223,0,2,1
43.559,64.458,0,2,1
42.495,62.03,0,2,1
38.484,64.822,0,2,1
5.818,14.085,0,2,1
18.009,35.873,0,1,2
8.439,20.798,0,2,1
8.825,21.762,0,2,1
11.743,28.952,0,1,2
9.0,22.463,0,2,1
5.818,14.085,0,2,1
7.282,17.483,0,2,1
9.626,23.677,0,2,1
10.943,27.058,0,1,2
8.296,20.762,0,2,1
10.127,25.1,0,2,1
9.226,22.5,0,1,2
6.772,16.44,0,2,1
6.847,16.54,0,2,1
11.692,28.858,0,1,2
10.081,24.958,0,2,1
7.942,19.027,0,1,2
6.951,17.298,0,2,1
8.789,21.447,0,1,2
9.204,22.463,0,1,2
10.635,26.342,0,1,2
10.468,25.763,0,2,1
9.37,22.718,0,2,1
10.383,25.655,0,2,1
8.361,21.028,0,2,1
7.779,18.743,0,2,1
12.962,31.987,0,1,2
12.361,30.408,0,1,2
8.152,20.185,0,2,1
7.958,19.303,0,2,1
10.788,26.412,0,1,2
10.091,24.455,0,1,2
10.803,26.223,0,1,2
13.325,33.018,0,1,2
8.632,20.918,0,2,1
13.853,33.89,0,1,2
8.614,20.935,0,2,1
11.429,28.008,0,1,2
9.54,23.583,0,2,1
9.635,24.075,0,2,1
10.88,26.79,0,2,1
13.172,32.27,0,1,2
9.634,23.513,0,2,1
9.397,21.643,0,2,1
9.777,23.72,0,2,1
12.009,29.223,0,1,2
10.391,25.937,0,2,1
11.94,29.028,0,1,2
15.368,37.678,0,1,2
14.284,35.048,0,1,2
15.882,39.197,0,1,2
13.638,33.322,0,1,2
10.245,25.172,0,2,1
12.463,31.267,0,2,1
10.392,25.23,0,2,1
13.678,33.312,0,1,2
13.537,33.4,0,2,1
12.55,31.442,0,2,1
12.207,27.415,0,1,2
11.582,27.542,0,2,1
12.678,30.355,0,2,1
14.662,36.038,0,2,1
12.874,27.688,0,2,1
13.548,33.06,0,2,1
17.679,41.69,0,1,2
14.073,34.292,0,2,1
14.758,35.78,0,2,1
13.268,28.925,0,1,2
16.055,37.39,0,2,1
15.181,35.838,0,2,1
14.428,30.297,0,2,1
17.343,40.307,0,2,1
26.733,51.937,0,2,1
18.414,40.938,0,2,1
18.7,41.63,0,2,1
22.865,42.887,0,2,1
22.902,46.06,0,2,1
29.316,54.798,0,2,1
44.486,56.475,0,2,1
31.895,57.802,0,2,1
46.987,61.283,0,2,1
29.739,52.458,0,1,2
34.251,53.358,0,2,1
35.459,56.72,0,2,1
34.038,52.848,0,2,1
37.756,58.012,0,2,1
40.331,59.283,0,2,1
35.774,57.018,0,2,1
42.162,60.518,0,2,1
41.098,58.09,0,2,1
13.841,34.815,0,1,2
20.107,41.737,0,1,2
6.957,17.34,0,2,1
11.193,28.15,0,1,2
8.11,20.223,0,1,2
37.087,60.882,0,2,1
11.367,28.852,0,1,2
11.874,30.04,0,1,2
13.041,32.922,0,1,2
10.482,26.697,0,1,2
9.759,23.938,0,1,2
12.212,31.032,0,1,2
7.839,19.473,0,2,1
13.79,34.722,0,1,2
11.324,28.363,0,1,2
8.995,22.473,0,2,1
10.04,24.89,0,1,2
12.733,32.205,0,1,2
12.245,31.02,0,2,1
10.887,27.31,0,1,2
8.49,21.343,0,2,1
11.302,28.327,0,1,2
12.186,30.723,0,1,2
12.448,31.683,0,1,2
15.06,37.85,0,1,2
11.588,28.718,0,1,2
10.509,26.962,0,2,1
14.459,36.272,0,1,2
12.189,30.318,0,1,2
8.339,20.812,0,2,1
9.524,24.03,0,2,1
8.35,20.695,0,2,1
12.886,32.275,0,1,2
15.536,38.702,0,1,2
9.277,23.13,0,2,1
15.907,39.512,0,1,2
12.9,32.087,0,1,2
9.633,22.867,0,2,1
13.545,33.758,0,1,2
11.504,29.063,0,2,1
11.589,29.667,0,2,1
15.226,37.892,0,1,2
12.834,32.382,0,2,1
10.479,25.963,0,2,1
8.493,18.85,0,1,2
11.588,29.105,0,2,1
14.063,34.967,0,1,2
12.345,31.528,0,2,1
16.339,40.67,0,1,2
13.723,34.235,0,1,2
17.422,43.3,0,1,2
17.936,44.818,0,1,2
11.341,28.407,0,2,1
15.692,39.065,0,1,2
12.223,28.097,0,2,1
14.416,36.858,0,2,1
15.491,38.992,0,2,1
13.442,28.927,0,1,2
15.732,39.055,0,1,2
14.503,37.033,0,2,1
13.602,30.92,0,2,1
15.73,34.105,0,2,1
16.616,41.63,0,2,1
19.734,47.312,0,1,2
16.941,38.452,0,2,1
13.659,27.852,0,1,2
13.455,26.852,0,1,2
16.159,31.462,0,1,2
18.593,41.395,0,1,2
17.249,39.418,0,2,1
17.935,40.907,0,2,1
17.685,40.077,0,2,1
19.623,44.443,0,2,1
22.21,44.917,0,2,1
24.78,45.252,0,1,2
30.3,54.383,0,1,2
22.294,44.307,0,1,2
22.982,41.847,0,1,2
45.655,54.187,0,2,1
30.981,54.445,0,1,2
51.272,63.628,0,1,2
34.156,51.808,0,1,2
48.77,58.82,0,1,2
35.576,55.68,0,1,2
33.713,57.165,0,1,2
34.368,52.318,0,1,2
37.873,56.972,0,1,2
41.215,57.05,0,1,2
42.279,59.478,0,1,2
35.891,55.978,0,1,2
40.449,58.243,0,1,2
37.205,59.842,0,1,2
17.485,35.023,0,1,2
11.219,28.102,0,1,2
8.571,21.437,0,1,2
5.488,13.51,0,1,2
8.745,22.138,0,1,2
7.861,19.983,0,1,2
10.419,26.208,0,1,2
9.252,23.327,0,1,2
7.123,17.537,0,1,2
9.59,24.318,0,1,2
11.168,28.008,0,1,2
9.67,24.408,0,1,2
6.446,15.777,0,1,2
8.702,21.65,0,1,2
6.782,16.218,0,1,2
7.418,18.177,0,1,2
6.388,15.918,0,1,2
8.265,20.597,0,1,2
10.111,25.492,0,1,2
8.68,21.613,0,1,2
9.836,24.858,0,1,2
9.827,24.97,0,1,2
8.161,20.593,0,1,2
8.967,22.005,0,1,2
7.729,19.253,0,1,2
12.438,31.137,0,1,2
11.837,29.558,0,1,2
7.179,17.587,0,1,2
7.191,17.47,0,1,2
10.264,25.562,0,1,2
7.968,19.672,0,1,2
12.8,32.168,0,1,2
9.567,23.605,0,1,2
13.329,33.04,0,1,2
10.279,25.373,0,1,2
9.476,23.262,0,1,2
7.964,19.613,0,1,2
10.905,27.158,0,1,2
9.571,23.753,0,1,2
10.815,26.468,0,1,2
12.648,31.42,0,1,2
9.57,23.192,0,1,2
8.151,17.685,0,1,2
9.17,22.505,0,1,2
11.485,28.373,0,1,2
14.844,36.828,0,1,2
11.416,28.178,0,1,2
10.326,25.615,0,1,2
15.358,38.347,0,1,2
13.76,34.198,0,1,2
9.882,24.767,0,1,2
13.114,32.472,0,1,2
13.154,32.462,0,1,2
10.028,24.825,0,1,2
12.398,30.945,0,1,2
13.473,33.078,0,1,2
12.485,31.12,0,1,2
11.517,26.195,0,1,2
12.529,30.35,0,1,2
11.274,27.348,0,1,2
14.416,35.533,0,1,2
13.483,32.738,0,1,2
13.113,25.687,0,1,2
17.155,40.84,0,1,2
13.317,26.687,0,1,2
14.008,33.97,0,1,2
14.693,35.458,0,1,2
13.815,29.112,0,1,2
15.117,35.517,0,1,2
15.99,37.068,0,1,2
20.667,40.563,0,1,2
20.697,40.945,0,1,2
26.833,51.555,0,1,2
17.278,39.985,0,1,2
21.952,43.142,0,1,2
22.64,40.682,0,1,2
29.215,51.608,0,1,2
43.936,55.645,0,1,2
30.639,53.28,0,1,2
46.438,60.453,0,1,2
35.234,54.515,0,1,2
33.371,56.0,0,1,2
34.026,51.153,0,1,2
33.813,50.643,0,1,2
37.531,55.807,0,1,2
36.862,58.677,0,1,2
35.549,54.813,0,1,2
40.873,55.885,0,1,2
40.106,57.078,0,1,2
41.937,58.313,0,1,2
17.161,35.64,0,2,1
17.525,35.272,0,2,1
17.932,35.947,0,2,1
17.89,35.723,0,2,1
17.781,35.878,0,1,2
17.757,35.578,0,2,1
17.175,35.723,0,2,1
17.196,35.887,0,2,1
17.601,36.888,0,2,1
18.439,37.378,0,2,1
17.485,35.023,0,2,1
17.485,35.023,0,2,1
17.33,36.103,0,2,1
18.131,36.778,0,2,1
17.879,35.995,0,2,1
17.733,35.85,0,2,1
17.65,36.88,0,2,1
17.811,35.865,0,2,1
18.433,37.165,0,1,2
18.258,37.405,0,2,1
18.487,39.177,0,2,1
18.864,38.045,0,2,1
18.186,37.66,0,2,1
18.363,38.012,0,2,1
19.059,39.433,0,2,1
18.865,38.552,0,2,1
18.686,37.992,0,2,1
18.334,38.068,0,2,1
